LINE NO,TEST PACK NO ,BOLT TORQUING NUMBER,TYPE OF BOLTING ,DATE,SUPERVISOR
K90-SOW-5425/K9001A_A,K90-OFF1-P-06-TP-001-004,,,,
K90-P-3994/K9001A_A,K90-OFF1-P-07-TP-001-001,,,,
K90-P-4014/K9001A_A,K90-OFF1-P-07-TP-001-002,,,,
K90-P-3994/K9001T_A,K90-OFF1-P-07-TP-001-003,,,,
K90-P-3994/K9001T_A,K90-OFF1-P-07-TP-001-004,,,,
K90-P-3994/K9001A_A,K90-OFF1-P-07-TP-001-005,,,,
K90-P-3994/K9001T_A,K90-OFF1-P-07-TP-001-006,,,,
K90-P-3994/K9001T_A,K90-OFF1-P-07-TP-001-007,,,,
K90-P-3994/K9001A_A,K90-OFF1-P-07-TP-0300-001,,,,
K90-P-3993/K9001T_A,K90-OFF1-P-08-TP-001-001,,,,
K90-P-3993/K9001T_A,K90-OFF1-P-08-TP-001-002,,,,
K90-P-3993/K9001A_A,K90-OFF1-P-08-TP-001-003,,,,
K90-P-3993/K9001A_A,K90-OFF1-P-08-TP-001-004,,,,
K90-P-3993/K9001T_A,K90-OFF1-P-08-TP-001-005,,,,
K90-P-3993/K9001T_A,K90-OFF1-P-08-TP-0300-001,,,,
K90-RL-4732/K9001A_A,K90-OFF1-RL-01-TP-001-001,,,,
K90-RL-4732/K9001A_A,K90-OFF1-RL-01-TP-001-002,,,,
K90-RL-4732/K9001A_A,K90-OFF1-RL-01-TP-001-003,,,,
K90-RL-4732/K9001A_A,K90-OFF1-RL-01-TP-001-004,,,,
K90-SR-4540/K9001A_A,K90-OFF1-SR-01-TP-001-001,,,,
K90-SR-3735/K9001T_A,K90-OFF1-SR-01-TP-001-002,,,,
K90-SR-4540/K9001A_A,K90-OFF1-SR-01-TP-001-003,,,,
K90-UA-2339/K9001T_A,K90-OFF1-UA-01-TP-001,,,,
K90-UA-2340/K9001A_A,K90-OFF1-UA-01-TP-001-001,,,,
K90-UA-2339/K9001T_A,K90-OFF1-UA-01-TP-001-002,,,,
K90-UW-5076/K9001T_A,K90-OFF1-UW-01-TP-001-001,,,,
K90-UW-5076/K9001T_A,K90-OFF1-UW-01-TP-001-002,,,,
K90-UW-5077/K9001A_A,K90-OFF1-UW-01-TP-002,,,,
K90-DMW-5727/K8402A_A,K90-OFF2-DMW-01-TP-001-001,,,,
K90-DMW-5727/K9002A_A,K90-OFF2-DMW-01-TP-001-001,,,,
K90-DMW-5727/K9002T_A,K90-OFF2-DMW-01-TP-001-002,,,,
K84-DW-0905/K8402T_A,K90-OFF2-DW-01-TP-001-001,,,,
K84-DW-0905/K8402T_A,K90-OFF2-DW-01-TP-001-002,,,,
K90-FW-2886/K9004U_A,K90-OFF2-FW-01-TP-0001,,,,
K84-FW-1301/K8402T_A,K90-OFF2-FW-01-TP-0001-001,,,,
K84-FW-1302/K8402T_A,K90-OFF2-FW-01-TP-0001-001,,,,
K84-FW-1319/K8402T_A,K90-OFF2-FW-01-TP-0001-001,,,,
K84-FW-1320/K8402T_A,K90-OFF2-FW-01-TP-0001-001,,,,
K84-FW-1301/K8402T_A,K90-OFF2-FW-01-TP-0001-002,,,,
K84-FW-1301/K8402T_A,K90-OFF2-FW-01-TP-0001-002,,,,
K84-FW-1321/K8402T_A,K90-OFF2-FW-01-TP-0002,,,,
K84-IA-0151/K8402A_A,K90-OFF2-IA-01-TP-001-001,,,,
K84-IA-0152/K8402A_A,K90-OFF2-IA-01-TP-001-001,,,,
K84-IA-0153/K8402A_A,K90-OFF2-IA-01-TP-001-001,,,,
K84-IA-0161/K8402A_A,K90-OFF2-IA-01-TP-001-001,,,,
K90-IA-2991/K8402A_A,K90-OFF2-IA-01-TP-001-001,,,,
K90-IA-2991/K9002T_A,K90-OFF2-IA-01-TP-001-001,,,,
K90-IA-2990/K9002T_A,K90-OFF2-IA-01-TP-001-001,,,,
K90-IA-2991/K9002T_A,K90-OFF2-IA-01-TP-001-002,,,,
K90-IA-2990/K9002T_A,K90-OFF2-IA-01-TP-001-003,,,,
K84-N-1457/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K84-N-1458/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K84-N-1459/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K84-N-1460/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K84-N-1465/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K84-N-1466/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K84-N-1467/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K84-N-1468/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K84-N-1455/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K90-N-3485/K8402A_A,K90-OFF2-N-01-TP-001-001,,,,
K90-N-3485/K9002A_A,K90-OFF2-N-01-TP-001-001,,,,
K90-N-3485/K9002T_A,K90-OFF2-N-01-TP-001-002,,,,
K90-UA-0436/K9002T_A,K90-OFF2-UA-01-TP-001-001,,,,
K90-UA-0436/K8402A_A,K90-OFF2-UA-01-TP-001-003,,,,
K84-UA-0306/K8402A_A,K90-OFF2-UA-01-TP-001-003,,,,
K84-UA-0307/K8402A_A,K90-OFF2-UA-01-TP-001-003,,,,
K84-UA-0308/K8402A_A,K90-OFF2-UA-01-TP-001-003,,,,
K84-UA-0309/K8402A_A,K90-OFF2-UA-01-TP-001-003,,,,
K84-UA-0310/K8402A_A,K90-OFF2-UA-01-TP-001-003,,,,
K84-UA-0311/K8402A_A,K90-OFF2-UA-01-TP-001-003,,,,
K84-UA-0312/K8402A_A,K90-OFF2-UA-01-TP-001-003,,,,
K84-UA-0313/K8402A_A,K90-OFF2-UA-01-TP-001-003,,,,
K90-UA-0436/K9002A_A,K90-OFF2-UA-01-TP-001-003,,,,
K90-UW-2776/K9002T_A,K90-OFF2-UW-01-TP-001-001,,,,
K90-UW-2776/K8402A_A,K90-OFF2-UW-01-TP-001-002,,,,
K90-UW-2776/K9002A_A,K90-OFF2-UW-01-TP-001-002,,,,
K84-UW-1355/K8402A_A,K90-OFF2-UW-01-TP-001-002,,,,
K84-UW-1351/K8402A_A,K90-OFF2-UW-01-TP-001-003,,,,
K84-UW-1352/K8402A_A,K90-OFF2-UW-01-TP-001-004,,,,
K84-UW-1353/K8402A_A,K90-OFF2-UW-01-TP-001-005,,,,
K84-UW-1354/K8402A_A,K90-OFF2-UW-01-TP-001-006,,,,
K84-UW-1356/K8402A_A,K90-OFF2-UW-01-TP-001-007,,,,
K84-UW-1357/K8402A_A,K90-OFF2-UW-01-TP-001-008,,,,
K84-UW-1358/K8402A_A,K90-OFF2-UW-01-TP-001-009,,,,
K90-FW-2885/K9004U_A,K90-OFF-FW-01-TP-0001-001,,,,
K90-FW-2885/K9004U_A,K90-OFF-FW-01-TP-0001-002,,,,
K90-15C-5575/K9004T_A,K90-OFF-LPC-01-TP-001-001,,,,
K90-15C-5575/K9004T_A,K90-OFF-LPC-01-TP-001-002,,,,
K90-15C-5581/K9004T_A,K90-OFF-LPC-01-TP-001-003,,,,
K90-15C-5581/K9004T_A,K90-OFF-LPC-01-TP-001-004,,,,
K90-15C-5575/K9004T_A,K90-OFF-LPC-01-TP-001-005,,,,
K90-15C-5581/K9004T_A,K90-OFF-LPC-01-TP-001-006,,,,
K90-15C-5588/K9004T_A,K90-OFF-LPC-01-TP-002-001,,,,
K90-15C-5576/K9004T_A,K90-OFF-LPC-01-TP-002-002,,,,
K90-15C-5576/K9004T_A,K90-OFF-LPC-01-TP-002-003,,,,
K90-15C-5588/K9004T_A,K90-OFF-LPC-01-TP-002-004,,,,
K90-15C-5576/K9004A_A,K90-OFF-LPC-01-TP-002-005,,,,
K90-15C-5576/K9004A_B,K90-OFF-LPC-01-TP-002-006,,,,
K90-15C-5577/K9004A_A,K90-OFF-LPC-01-TP-002-007,,,,
K90-15C-5578/K9004T_A,K90-OFF-LPC-01-TP-002-008,,,,
K90-15C-5576/K9004T_A,K90-OFF-LPC-01-TP-002-009,,,,
K90-15C-5576/K9004T_A,K90-OFF-LPC-01-TP-002-010,,,,
K90-15C-5576/K9004T_A,K90-OFF-LPC-01-TP-002-010R,,,,
K90-15C-5576/K9004T_A,K90-OFF-LPC-01-TP-002-011,,,,
K90-15C-5576/K9004T_A,K90-OFF-LPC-01-TP-002-011R,,,,
K90-15C-5583/K9004T_A,K90-OFF-LPC-01-TP-003-001,,,,
K90-OWS-3736/K9004U_A,K90-OFF-OWS-01-TP-0001-001,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
